日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2015/11/4,臺股期貨,投信,346,612376,389,689964,-43,-77588,2538,4508612,9767,17350222,-7229,-12841610
2015/11/4,臺股期貨,外資及陸資,45570,80641263,48483,85800041,-2913,-5158778,42015,74642314,18429,32705163,23586,41937151
2015/11/5,臺股期貨,自營商,12676,22479082,12386,21959444,290,519638,6305,11155531,5336,9470058,969,1685473
2015/11/5,臺股期貨,投信,222,393821,332,589104,-110,-195283,2516,4464526,9865,17504770,-7349,-13040244
2015/11/5,臺股期貨,外資及陸資,27335,48476821,29797,52843467,-2462,-4366646,39807,70647383,18812,33346813,20995,37300570
2015/11/6,臺股期貨,自營商,31327,54737255,30325,53028758,1002,1708497,7835,13582232,6110,10622804,1725,2959428
2015/11/6,臺股期貨,投信,269,468609,797,1389138,-528,-920529,2334,4056161,10249,17811026,-7915,-13754865
2015/11/6,臺股期貨,外資及陸資,51906,90750184,57234,100102713,-5328,-9352528,37987,66030497,22567,39181368,15420,26849129
2015/11/9,臺股期貨,自營商,26686,46230633,25840,44768936,846,1461697,9202,15843164,6515,11241708,2687,4601456
2015/11/9,臺股期貨,投信,268,464435,617,1066745,-349,-602310,2213,3818807,10449,18030922,-8236,-14212115
2015/11/9,臺股期貨,外資及陸資,47576,82466327,47105,81625233,471,841094,37608,64899546,21782,37546393,15826,27353153
2015/11/10,臺股期貨,自營商,22939,39227334,22190,37945200,749,1282134,11180,19042703,7696,13130583,3484,5912120
2015/11/10,臺股期貨,投信,205,350779,680,1161844,-475,-811065,2059,3513930,10770,18380207,-8711,-14866277
2015/11/10,臺股期貨,外資及陸資,37436,64022510,39116,66900116,-1680,-2877607,35712,60942711,21686,36966982,14026,23975729
2015/11/11,臺股期貨,自營商,35206,59510619,34030,57544992,1176,1965627,12775,21365722,7986,13371740,4789,7993982
2015/11/11,臺股期貨,投信,328,553503,683,1150093,-355,-596590,2003,3356200,11078,18562162,-9075,-15205962
2015/11/11,臺股期貨,外資及陸資,49320,83404452,50393,85251036,-1073,-1846584,36252,60727983,23624,39538606,12628,21189377
2015/11/12,臺股期貨,自營商,22575,37967326,20627,34674647,1948,3292679,13389,22604148,6517,11008821,6872,11595327
2015/11/12,臺股期貨,投信,2269,3814771,2476,4160046,-207,-345275,1930,3264312,11210,18961494,-9280,-15697182
2015/11/12,臺股期貨,外資及陸資,45321,76207359,42245,71045964,3076,5161395,37254,62992449,21374,36101577,15880,26890872
2015/11/13,臺股期貨,自營商,28091,47078390,30796,51606055,-2705,-4527666,12433,20730231,8317,13885438,4116,6844793
2015/11/13,臺股期貨,投信,2900,4853354,2919,4882513,-19,-29159,1933,3230001,11199,18714113,-9266,-15484112
2015/11/13,臺股期貨,外資及陸資,54445,91246928,56413,94535283,-1968,-3288355,38067,63594826,24300,40554543,13767,23040283
2015/11/16,臺股期貨,自營商,26891,44453153,26083,43097964,808,1355189,14133,23380427,9152,15154013,4981,8226414
2015/11/16,臺股期貨,投信,4107,6795028,4066,6724783,41,70245,1931,3199839,11163,18499349,-9232,-15299510
2015/11/16,臺股期貨,外資及陸資,54513,90117443,51128,84535784,3385,5581660,39905,66113963,22248,36821669,17657,29292294
2015/11/17,臺股期貨,自營商,38312,64715838,37567,63467234,745,1248605,12750,21467833,7050,11880588,5700,9587245
2015/11/17,臺股期貨,投信,3957,6692400,3507,5928060,450,764340,2013,3395215,10780,18181793,-8767,-14786578
2015/11/17,臺股期貨,外資及陸資,59520,100564872,58253,98416740,1267,2148132,44675,75337387,26024,43849055,18651,31488332
2015/11/18,臺股期貨,自營商,33822,56664344,35383,59295319,-1561,-2630974,3572,5870928,4792,7921985,-1220,-2051057
2015/11/18,臺股期貨,投信,594,995944,735,1228265,-141,-232321,2036,3371616,10884,18023904,-8848,-14652288
2015/11/18,臺股期貨,外資及陸資,38157,63900936,41661,69765607,-3504,-5864671,33421,55323036,17219,28460930,16202,26862106
2015/11/19,臺股期貨,自營商,23004,38594692,21517,36100544,1487,2494148,4383,7361004,4240,7150016,143,210988
2015/11/19,臺股期貨,投信,754,1269627,240,402875,514,866752,2243,3789324,10571,17858647,-8328,-14069323
2015/11/19,臺股期貨,外資及陸資,44287,74229639,41230,69136176,3057,5093463,34515,58284031,14831,24999123,19684,33284908
2015/11/20,臺股期貨,自營商,16929,28558375,16810,28350987,119,207388,4732,7947213,4462,7522012,270,425201
2015/11/20,臺股期貨,投信,206,347385,138,232801,68,114584,2313,3905732,10541,17799529,-8228,-13893797
2015/11/20,臺股期貨,外資及陸資,28050,47310185,30381,51239152,-2331,-3928967,33243,56109680,16037,27023444,17206,29086236
2015/11/23,臺股期貨,自營商,17856,30191861,16977,28696286,879,1495575,5894,9954750,4779,8093884,1115,1860866
2015/11/23,臺股期貨,投信,315,533391,216,365140,99,168251,2378,4033564,10507,17821969,-8129,-13788405
2015/11/23,臺股期貨,外資及陸資,33312,56308751,32334,54656113,978,1652638,34857,59097675,17154,29040773,17703,30056902
2015/11/24,臺股期貨,自營商,25482,42941789,28386,47833265,-2904,-4891476,5512,9220118,7198,12082050,-1686,-2861932
2015/11/24,臺股期貨,投信,194,326573,447,751880,-253,-425306,2341,3933348,10718,18008380,-8377,-14075032
2015/11/24,臺股期貨,外資及陸資,39442,66476479,38608,65080439,834,1396040,35387,59428283,16930,28387705,18457,31040578
2015/11/25,臺股期貨,自營商,22727,37995432,22194,37095770,533,899662,4704,7846919,6017,10077005,-1313,-2230086
2015/11/25,臺股期貨,投信,89,148977,282,471382,-193,-322405,2256,3782861,10811,18127882,-8555,-14345021
2015/11/25,臺股期貨,外資及陸資,36424,60895366,35279,58977799,1145,1917566,35316,59187089,15583,26071654,19733,33115435
2015/11/26,臺股期貨,自營商,19498,33084612,19072,32366535,426,718077,5029,8510109,5903,10025188,-874,-1515079
2015/11/26,臺股期貨,投信,532,903599,221,375162,311,528436,2229,3788854,10470,17796904,-8241,-14008050
2015/11/26,臺股期貨,外資及陸資,37910,64346178,33711,57221014,4199,7125164,37050,62949666,12917,21899889,24133,41049777
2015/11/27,臺股期貨,自營商,18605,31399993,19581,33052999,-976,-1653006,4312,7198012,6215,10419020,-1903,-3221008
2015/11/27,臺股期貨,投信,503,848239,464,781415,39,66824,2519,4226882,10716,17981446,-8197,-13754564
2015/11/27,臺股期貨,外資及陸資,33889,57237540,37910,64027339,-4021,-6789799,34955,58624580,15701,26290107,19254,32334473
2015/11/30,臺股期貨,自營商,30027,49607841,27342,45139978,2685,4467863,7779,12873098,7141,11841153,638,1031945
2015/11/30,臺股期貨,投信,306,506271,609,1007686,-303,-501415,2440,4048936,10969,18201952,-8529,-14153016
2015/11/30,臺股期貨,外資及陸資,45931,75848090,51221,84616070,-5290,-8767980,33988,56371368,19507,32314056,14481,24057312
2015/12/1,臺股期貨,自營商,25745,43264902,26444,44446634,-699,-1181732,6433,10843492,6550,11068045,-117,-224553
2015/12/1,臺股期貨,投信,668,1126504,383,645504,285,480999,2363,3996306,10579,17891200,-8216,-13894894
2015/12/1,臺股期貨,外資及陸資,46724,78430257,38839,65204570,7885,13225688,38082,64371868,15409,26002505,22673,38369363
2015/12/2,臺股期貨,自營商,24497,41467180,24450,41371751,47,95429,6669,11236938,6845,11562443,-176,-325505
2015/12/2,臺股期貨,投信,346,585281,302,510855,44,74426,2307,3899753,10448,17661297,-8141,-13761544
2015/12/2,臺股期貨,外資及陸資,38481,65116107,39378,66637257,-897,-1521150,38150,64457075,16417,27693693,21733,36763382
2015/12/3,臺股期貨,自營商,21438,36176394,21180,35749065,258,427329,6727,11358846,6746,11416466,-19,-57620
2015/12/3,臺股期貨,投信,450,759978,375,633005,75,126972,2301,3897894,10362,17553224,-8061,-13655330
2015/12/3,臺股期貨,外資及陸資,36753,62060266,35834,60502644,919,1557622,40020,67757364,17415,29443056,22605,38314308
2015/12/4,臺股期貨,自營商,20807,34839755,20769,34759230,38,80525,6665,11151867,6773,11360368,-108,-208501
2015/12/4,臺股期貨,投信,334,559469,478,800710,-144,-241242,2216,3719778,10413,17479255,-8197,-13759477
2015/12/4,臺股期貨,外資及陸資,38130,63838034,41212,69000537,-3082,-5162504,38310,64275007,18178,30455792,20132,33819215
2015/12/7,臺股期貨,自營商,23475,39879466,24065,40873357,-590,-993891,6009,10142997,6647,11251423,-638,-1108426
2015/12/7,臺股期貨,投信,646,1095879,369,626408,277,469471,2226,3770844,10154,17200838,-7928,-13429994
2015/12/7,臺股期貨,外資及陸資,41276,70121722,40967,69568783,309,552938,39053,66122884,18852,31877160,20201,34245724
2015/12/8,臺股期貨,自營商,27647,46280027,27169,45514643,478,765384,7406,12304805,7542,12558758,-136,-253953
2015/12/8,臺股期貨,投信,395,659837,773,1290344,-378,-630507,2159,3597326,10469,17443397,-8310,-13846071
2015/12/8,臺股期貨,外資及陸資,35452,59342954,43168,72255499,-7716,-12912545,36153,60207274,23976,39891738,12177,20315536
2015/12/9,臺股期貨,自營商,29234,48288836,28784,47540734,450,748102,8563,14041545,7902,12978151,661,1063394
2015/12/9,臺股期貨,投信,405,668493,693,1143188,-288,-474695,2033,3342222,10666,17534752,-8633,-14192530
2015/12/9,臺股期貨,外資及陸資,40607,67067784,43022,71044513,-2415,-3976729,34369,56465468,24237,39786341,10132,16679127
2015/12/10,臺股期貨,自營商,27322,44539737,25403,41398863,1919,3140874,9598,15678128,6869,11227885,2729,4450243
2015/12/10,臺股期貨,投信,2305,3759934,2012,3276303,293,483632,2344,3838286,10699,17517188,-8355,-13678902
2015/12/10,臺股期貨,外資及陸資,47824,77952704,47857,78018663,-33,-65959,37523,61392725,27072,44267301,10451,17125424
2015/12/11,臺股期貨,自營商,24458,39783289,26297,42780412,-1839,-2997123,9849,15855507,8941,14408701,908,1446806
2015/12/11,臺股期貨,投信,2507,4074887,2802,4548536,-295,-473649,2209,3565036,10838,17484360,-8629,-13919324
2015/12/11,臺股期貨,外資及陸資,49873,81250961,45808,74638065,4065,6612895,41985,67704088,27686,44617941,14299,23086147
2015/12/14,臺股期貨,自營商,26234,42057352,28687,45983224,-2453,-3925873,7597,12200346,9369,15069557,-1772,-2869211
2015/12/14,臺股期貨,投信,4468,7180015,4264,6846740,204,333275,2176,3504992,10588,17046109,-8412,-13541117
2015/12/14,臺股期貨,外資及陸資,59290,95058575,54814,87917415,4476,7141160,43151,69455755,23213,37333014,19938,32122741
2015/12/15,臺股期貨,自營商,25015,40430100,23914,38642673,1101,1787428,8511,13669924,8964,14416727,-453,-746803
2015/12/15,臺股期貨,投信,4819,7784189,4357,7029976,462,754214,2291,3685384,10231,16452203,-7940,-12766819
2015/12/15,臺股期貨,外資及陸資,60164,97230772,62790,101503335,-2626,-4272564,47426,76294066,30226,48616080,17200,27677986
2015/12/16,臺股期貨,自營商,32811,53530772,32310,52737069,501,793703,5283,8595986,5372,8760912,-89,-164926
2015/12/16,臺股期貨,投信,1017,1658125,677,1102892,340,555233,2303,3762871,9944,16248496,-7641,-12485625
2015/12/16,臺股期貨,外資及陸資,38801,63236093,38294,62414795,507,821298,34699,56661944,16020,26117863,18679,30544081
2015/12/17,臺股期貨,自營商,19522,32174783,18615,30692757,907,1482026,6210,10248645,5373,8881801,837,1366844
2015/12/17,臺股期貨,投信,933,1540820,289,476565,644,1064255,2712,4491912,9709,16081971,-6997,-11590059
2015/12/17,臺股期貨,外資及陸資,36460,60090733,36404,59985306,56,105427,33953,56202316,14922,24656719,19031,31545597
2015/12/18,臺股期貨,自營商,17687,29198412,18115,29894179,-428,-695767,6358,10424792,5986,9832575,372,592217
2015/12/18,臺股期貨,投信,293,483851,198,327009,95,156841,2807,4619516,9683,15936262,-6876,-11316746
2015/12/18,臺股期貨,外資及陸資,39082,64533299,41392,68350043,-2310,-3816744,32866,54051401,15861,26041960,17005,28009441
2015/12/21,臺股期貨,自營商,21140,34728557,19670,32326018,1470,2402540,6898,11382361,5109,8436922,1789,2945439
2015/12/21,臺股期貨,投信,172,283066,319,524455,-147,-241389,2731,4522171,9793,16217150,-7062,-11694979
2015/12/21,臺股期貨,外資及陸資,36275,59552674,35651,58533266,624,1019408,34881,57716690,16366,27038701,18515,30677989
2015/12/22,臺股期貨,自營商,15974,26377457,15488,25555511,486,821946,7931,13085707,5529,9108651,2402,3977056
2015/12/22,臺股期貨,投信,297,490214,238,393224,59,96990,2736,4527612,9697,16048477,-6961,-11520865
2015/12/22,臺股期貨,外資及陸資,30410,50184899,31391,51831104,-981,-1646205,33940,56099157,16585,27384832,17355,28714325
2015/12/23,臺股期貨,自營商,20368,33856100,22167,36839819,-1799,-2983719,7098,11727375,6576,10859507,522,867868
2015/12/23,臺股期貨,投信,409,679278,244,405412,165,273865,2752,4561294,9518,15776990,-6766,-11215696
2015/12/23,臺股期貨,外資及陸資,33723,56048253,30080,49997967,3643,6050286,36155,59860343,15242,25202865,20913,34657478
2015/12/24,臺股期貨,自營商,13892,23175907,15549,25924645,-1657,-2748738,6485,10748357,7654,12689862,-1169,-1941505
2015/12/24,臺股期貨,投信,302,502871,309,515453,-7,-12582,2760,4590594,9536,15862150,-6776,-11271556
2015/12/24,臺股期貨,外資及陸資,27740,46264199,25303,42203748,2437,4060451,37116,61666823,14292,23711506,22824,37955317
2015/12/25,臺股期貨,自營商,8070,13461683,7781,12977247,289,484436,6519,10879730,7424,12392484,-905,-1512754
2015/12/25,臺股期貨,投信,226,378035,71,118537,155,259499,2765,4630448,9395,15734710,-6630,-11104262
2015/12/25,臺股期貨,外資及陸資,15282,25477711,13209,22029745,2073,3447966,37714,63091707,12783,21346678,24931,41745029
2015/12/28,臺股期貨,自營商,7379,12352730,8630,14443019,-1251,-2090289,5681,9454584,7808,13004982,-2127,-3550398
2015/12/28,臺股期貨,投信,184,307849,108,180734,76,127115,2825,4719682,9371,15657031,-6546,-10937349
2015/12/28,臺股期貨,外資及陸資,18545,31043868,19268,32255809,-723,-1211941,36743,61320334,12610,21007840,24133,40312494
2015/12/29,臺股期貨,自營商,15274,25343734,15211,25238319,63,105414,5841,9646390,7897,13051160,-2056,-3404770
2015/12/29,臺股期貨,投信,249,413472,439,728010,-190,-314538,2773,4596244,9540,15813472,-6767,-11217228
2015/12/29,臺股期貨,外資及陸資,25670,42606627,30301,50280702,-4631,-7674075,33661,55730571,14426,23852365,19235,31878206
2015/12/30,臺股期貨,自營商,16080,26598918,15615,25825297,465,773620,6139,10103624,7696,12671528,-1557,-2567904
2015/12/30,臺股期貨,投信,246,406153,428,707494,-182,-301340,2714,4482208,9680,15987456,-6966,-11505248
2015/12/30,臺股期貨,外資及陸資,28100,46474032,30839,50998172,-2739,-4524140,31801,52456871,16209,26710349,15592,25746522
2015/12/31,臺股期貨,自營商,12940,21409218,14329,23703144,-1389,-2293926,5018,8269003,7960,13132640,-2942,-4863637
2015/12/31,臺股期貨,投信,305,505124,493,815279,-188,-310155,2451,4056140,9626,15931001,-7175,-11874861
2015/12/31,臺股期貨,外資及陸資,24466,40477212,19983,33067695,4483,7409517,34551,57113159,14347,23683339,20204,33429820
2016/1/4,臺股期貨,自營商,32291,52444607,30816,50103055,1475,2341551,7545,12144103,9021,14517027,-1476,-2372924
2016/1/4,臺股期貨,投信,951,1540616,1343,2171534,-392,-630918,2508,4048977,10062,16244128,-7554,-12195151
2016/1/4,臺股期貨,外資及陸資,56889,92407539,59043,95959230,-2154,-3551690,37169,59933087,19349,31174486,17820,28758601
2016/1/5,臺股期貨,自營商,23477,37892320,25693,41464962,-2216,-3572642,6504,10401017,10199,16321155,-3695,-5920138
2016/1/5,臺股期貨,投信,1039,1680436,1462,2358670,-423,-678233,2247,3606013,10243,16435458,-7996,-12829445
2016/1/5,臺股期貨,外資及陸資,54965,88758571,49968,80699596,4997,8058975,38299,61387415,15467,24758860,22832,36628555
2016/1/6,臺股期貨,自營商,37911,60392000,36420,58037321,1491,2354678,7477,11877348,9899,15726872,-2422,-3849524
2016/1/6,臺股期貨,投信,1077,1715417,1555,2471871,-478,-756454,2100,3347356,10621,16924880,-8521,-13577524
2016/1/6,臺股期貨,外資及陸資,57680,91928122,60306,96130790,-2626,-4202668,37669,59964874,17489,27812946,20180,32151928
2016/1/7,臺股期貨,自營商,40035,62717817,38862,60912648,1173,1805169,7890,12271886,9182,14274325,-1292,-2002439
2016/1/7,臺股期貨,投信,918,1433966,815,1275408,103,158558,2439,3806801,10869,16958762,-8430,-13151961
2016/1/7,臺股期貨,外資及陸資,71647,112348114,73711,115567516,-2064,-3219401,37011,57674845,19130,29783271,17881,27891574
2016/1/8,臺股期貨,自營商,29515,46191636,28366,44398565,1149,1793071,8689,13619799,8749,13695413,-60,-75614
2016/1/8,臺股期貨,投信,1068,1675598,286,448386,782,1227212,2648,4164664,10270,16145578,-7622,-11980914
2016/1/8,臺股期貨,外資及陸資,56275,88041688,57211,89553081,-936,-1511393,37318,58583972,20700,32471140,16618,26112832
2016/1/11,臺股期貨,自營商,33728,52192543,34826,53874196,-1098,-1681653,8181,12609907,9324,14361121,-1143,-1751214
2016/1/11,臺股期貨,投信,377,584237,282,436563,95,147674,2704,4184536,10220,15807469,-7516,-11622933
2016/1/11,臺股期貨,外資及陸資,55573,86007331,52456,81183136,3117,4824195,40486,62530448,21207,32727571,19279,29802877
2016/1/12,臺股期貨,自營商,27813,43044592,29760,46073185,-1947,-3028593,7533,11551617,10783,16539131,-3250,-4987514
2016/1/12,臺股期貨,投信,578,893096,588,908905,-10,-15809,2603,4010675,10113,15574127,-7510,-11563452
2016/1/12,臺股期貨,外資及陸資,50954,78859141,49406,76477908,1548,2381233,42822,65845953,21988,33780738,20834,32065215
2016/1/13,臺股期貨,自營商,34708,54091268,33422,52066004,1286,2025264,8970,13943326,10914,16959551,-1944,-3016225
2016/1/13,臺股期貨,投信,689,1073835,371,578227,318,495609,2645,4127574,9859,15378947,-7214,-11251373
2016/1/13,臺股期貨,外資及陸資,53652,83606931,51048,79547088,2604,4059843,44399,69155631,21033,32721016,23366,36434615
2016/1/14,臺股期貨,自營商,28494,43739480,32000,49097154,-3506,-5357674,8459,12989730,13702,21064725,-5243,-8074995
2016/1/14,臺股期貨,投信,1449,2224884,1848,2841666,-399,-616782,2595,3998299,10204,15733340,-7609,-11735041
2016/1/14,臺股期貨,外資及陸資,52091,79981589,51836,79585537,255,396052,46563,71692512,22915,35232516,23648,36459996
2016/1/15,臺股期貨,自營商,32634,50349022,30237,46632033,2397,3716989,9453,14431660,12383,18909585,-2930,-4477925
2016/1/15,臺股期貨,投信,2772,4281524,2660,4108933,112,172590,2693,4116484,10154,15551221,-7461,-11434737
2016/1/15,臺股期貨,外資及陸資,60065,92619121,60578,93495983,-513,-876862,46445,71045069,23234,35487100,23211,35557969
2016/1/18,臺股期貨,自營商,48588,74896255,46104,71065798,2484,3830457,10680,16617454,10670,16588636,10,28818
2016/1/18,臺股期貨,投信,3680,5695913,3423,5275456,257,420457,2713,4226608,9915,15458389,-7202,-11231781
2016/1/18,臺股期貨,外資及陸資,94318,145223057,93149,143579887,1169,1643170,50908,79311807,25800,40149205,25108,39162602
2016/1/19,臺股期貨,自營商,34109,53189355,30010,46799716,4099,6389639,12751,19980106,8653,13525679,4098,6454427
2016/1/19,臺股期貨,投信,3422,5339920,3015,4688674,407,651246,2971,4656394,9735,15255819,-6764,-10599425
2016/1/19,臺股期貨,外資及陸資,69198,107800664,77133,120198822,-7935,-12398158,49044,76851215,32106,50297106,16938,26554109
2016/1/20,臺股期貨,自營商,51596,79547910,53571,82602171,-1975,-3054262,4848,7305906,7437,11239252,-2589,-3933346
2016/1/20,臺股期貨,投信,767,1174851,917,1404541,-150,-229690,3058,4644025,9925,15073810,-6867,-10429785
2016/1/20,臺股期貨,外資及陸資,65375,100509781,65754,101156381,-379,-646599,36852,55878786,20380,30858609,16472,25020177
2016/1/21,臺股期貨,自營商,26051,39872136,26776,40969429,-725,-1097293,4708,7105479,8025,12152978,-3317,-5047499
2016/1/21,臺股期貨,投信,500,765026,613,936401,-113,-171375,2978,4533763,9975,15187593,-6997,-10653830
2016/1/21,臺股期貨,外資及陸資,62550,95739822,57309,87722287,5241,8017534,40147,61017547,17318,26264088,22829,34753459
2016/1/22,臺股期貨,自營商,22797,35078993,22530,34658198,267,420795,5040,7742924,8222,12676111,-3182,-4933187
2016/1/22,臺股期貨,投信,557,860169,376,579418,181,280752,2932,4542442,9765,15131514,-6833,-10589072
2016/1/22,臺股期貨,外資及陸資,53225,81867204,52028,80044300,1197,1822904,42547,65820498,18439,28468337,24108,37352161
2016/1/25,臺股期貨,自營商,22729,35630226,21834,34222879,895,1407346,5103,7925979,7430,11574638,-2327,-3648659
2016/1/25,臺股期貨,投信,807,1263617,319,500312,488,763305,2920,4574690,9249,14493043,-6329,-9918353
2016/1/25,臺股期貨,外資及陸資,42696,66966105,42849,67203538,-153,-237432,43176,67544551,19106,29834211,24070,37710340
2016/1/26,臺股期貨,自營商,20785,32315297,19686,30593191,1099,1722106,6064,9356764,7328,11321943,-1264,-1965179
2016/1/26,臺股期貨,投信,386,600519,627,974679,-241,-374160,2988,4647054,9568,14883830,-6580,-10236776
2016/1/26,臺股期貨,外資及陸資,41440,64434833,42057,65395948,-617,-961115,41745,64817579,18239,28262642,23506,36554937
2016/1/27,臺股期貨,自營商,18756,29306978,20955,32741158,-2199,-3434180,5746,8922680,9120,14214541,-3374,-5291861
2016/1/27,臺股期貨,投信,413,646393,372,581856,41,64538,2912,4563749,9473,14849724,-6561,-10285975
2016/1/27,臺股期貨,外資及陸資,45296,70781309,42639,66639045,2657,4142264,44270,69272648,17985,28079271,26285,41193377
2016/1/28,臺股期貨,自營商,21962,34509083,20933,32883421,1029,1625662,5620,8745381,7948,12402583,-2328,-3657202
2016/1/28,臺股期貨,投信,488,767432,338,531334,150,236097,2908,4569100,9288,14596880,-6380,-10027780
2016/1/28,臺股期貨,外資及陸資,46808,73538327,42901,67424992,3907,6113335,47519,74545602,17299,27068553,30220,47477049
2016/1/29,臺股期貨,自營商,37813,60220653,37491,59813882,322,406771,5336,8509077,7267,11627265,-1931,-3118188
2016/1/29,臺股期貨,投信,903,1443155,555,885211,348,557944,3073,4948509,9078,14620918,-6005,-9672409
2016/1/29,臺股期貨,外資及陸資,72897,116137235,72518,115484092,379,653143,49900,80234843,18890,30306160,31010,49928683
2016/1/30,臺股期貨,自營商,14295,23245626,16353,26600433,-2058,-3354807,5275,8532831,9252,15035755,-3977,-6502924
2016/1/30,臺股期貨,投信,1736,2827579,1326,2154864,410,672715,3123,5098406,8658,14133089,-5535,-9034683
2016/1/30,臺股期貨,外資及陸資,3909,6354728,4721,7680007,-812,-1325279,49293,80361782,19137,31136669,30156,49225113
2016/2/1,臺股期貨,自營商,26882,43611057,23001,37309912,3881,6301145,7222,11648439,7327,11832265,-105,-183826
2016/2/1,臺股期貨,投信,1511,2450731,1537,2489883,-26,-39152,3098,5033722,8663,14069335,-5565,-9035613
2016/2/1,臺股期貨,外資及陸資,44733,72557710,51418,83413859,-6685,-10856149,44151,71617998,20681,33489894,23470,38128104
2016/2/2,臺股期貨,自營商,20061,32523992,20499,33218444,-438,-694452,6605,10616516,7175,11550708,-570,-934192
2016/2/2,臺股期貨,投信,757,1228915,808,1308672,-51,-79757,3014,4884087,8640,13992956,-5626,-9108869
2016/2/2,臺股期貨,外資及陸資,41031,66511979,40827,66199157,204,312822,43764,70788051,20052,32374903,23712,38413148
2016/2/3,臺股期貨,自營商,26045,41874673,26375,42386349,-330,-511676,5820,9263222,6628,10566730,-808,-1303508
2016/2/3,臺股期貨,投信,1334,2145628,1863,2992522,-529,-846895,2706,4347432,8856,14216766,-6150,-9869334
2016/2/3,臺股期貨,外資及陸資,52969,85134789,52205,83937096,764,1197693,44818,71862547,20827,33342660,23991,38519887
2016/2/15,臺股期貨,自營商,27731,44439986,27359,43847613,372,592373,6352,10123194,6653,10606529,-301,-483335
2016/2/15,臺股期貨,投信,3897,6261600,4415,7079736,-518,-818136,2550,4094884,9223,14801912,-6673,-10707028
2016/2/15,臺股期貨,外資及陸資,64157,102765500,60632,97164278,3525,5601222,51392,82429006,23818,38152882,27574,44276124
2016/2/16,臺股期貨,自營商,36096,58945933,37240,60843495,-1144,-1897563,7928,12932610,9288,15171279,-1360,-2238669
2016/2/16,臺股期貨,投信,3551,5803912,3711,6060061,-160,-256148,2608,4281129,9423,15468662,-6815,-11187533
2016/2/16,臺股期貨,外資及陸資,71867,117260450,69328,113145869,2539,4114581,54672,89633389,24394,39935220,30278,49698169
